dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,11304,11304,0,0.0
Carrier_ID(DOT),19687,965,965,0,0.0
Carrier_ID(DOT),19690,750,750,0,0.0
Carrier_ID(DOT),19790,7478,7478,0,0.0
Carrier_ID(DOT),19805,3347,3347,0,0.0
Carrier_ID(DOT),19930,1777,1777,0,0.0
Carrier_ID(DOT),19977,4575,4575,0,0.0
Carrier_ID(DOT),20046,689,689,0,0.0
Carrier_ID(DOT),20225,11,11,0,0.0
Carrier_ID(DOT),20237,580,580,0,0.0
Carrier_ID(DOT),20253,15,15,0,0.0
Carrier_ID(DOT),20263,76,75,1,0.013157894736842146
Carrier_ID(DOT),20304,6073,6073,0,0.0
Carrier_ID(DOT),20363,1886,1886,0,0.0
Carrier_ID(DOT),20366,1584,1584,0,0.0
Carrier_ID(DOT),20368,782,782,0,0.0
Carrier_ID(DOT),20378,1311,1311,0,0.0
Carrier_ID(DOT),20397,935,935,0,0.0
Carrier_ID(DOT),20398,1051,1051,0,0.0
Carrier_ID(DOT),20409,2639,2639,0,0.0
Carrier_ID(DOT),20416,1444,1444,0,0.0
Carrier_ID(DOT),20427,402,402,0,0.0
Carrier_ID(DOT),20436,1014,1014,0,0.0
Carrier_ID(DOT),20445,377,377,0,0.0
Carrier_ID(DOT),20452,1918,1918,0,0.0
Carrier_ID(DOT),20500,742,741,1,0.0013477088948786742
Carrier_ID(DOT),21167,644,640,4,0.006211180124223614
Carrier_ID(DOT),21171,361,361,0,0.0
Airline,(missing),5930,5929,1,0.0001686340640809636
Airline,Air Wisconsin Airlines Corp,624,624,0,0.0
Airline,Alaska Airlines Inc.,1571,1571,0,0.0
Airline,Allegiant Air,709,709,0,0.0
Airline,American Airlines Inc.,2972,2972,0,0.0
Airline,Cape Air,13,13,0,0.0
Airline,Capital Cargo International,359,359,0,0.0
Airline,Comair Inc.,843,843,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",335,335,0,0.0
Airline,Compass Airlines,579,576,3,0.005181347150259086
Airline,Delta Air Lines Inc.,6643,6643,0,0.0
Airline,Empire Airlines Inc.,65,64,1,0.01538461538461533
Airline,Endeavor Air Inc.,1681,1681,0,0.0
Airline,Envoy Air,955,955,0,0.0
Airline,ExpressJet Airlines Inc.,1420,1420,0,0.0
Airline,Frontier Airlines Inc.,896,896,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",662,661,1,0.0015105740181269312
Airline,Hawaiian Airlines Inc.,672,672,0,0.0
Airline,Horizon Air,865,865,0,0.0
Airline,JetBlue Airways,2343,2343,0,0.0
Airline,Mesa Airlines Inc.,1170,1170,0,0.0
Airline,Peninsula Airways Inc.,11,11,0,0.0
Airline,Republic Airlines,1721,1721,0,0.0
Airline,SkyWest Airlines Inc.,5423,5423,0,0.0
Airline,Southwest Airlines Co.,10088,10088,0,0.0
Airline,Spirit Air Lines,1281,1281,0,0.0
Airline,Trans States Airlines,514,514,0,0.0
Airline,United Air Lines Inc.,4060,4060,0,0.0
Airline,Virgin America,325,325,0,0.0
carrier_group,previously-absent operator,4486,4480,6,0.0013374944271065115
carrier_group,reporting carrier,50244,50244,0,0.0
route,ABE->ATL,7,7,0,0.0
route,ABE->CLT,1,1,0,0.0
route,ABE->DTW,10,10,0,0.0
route,ABE->ORD,4,4,0,0.0
route,ABE->PGD,1,1,0,0.0
route,ABE->PHL,1,1,0,0.0
route,ABE->PIE,1,1,0,0.0
route,ABE->SFB,5,5,0,0.0
route,ABI->DFW,12,12,0,0.0
route,ABQ->ATL,10,10,0,0.0
route,ABQ->AUS,6,6,0,0.0
route,ABQ->BWI,3,3,0,0.0
route,ABQ->DAL,16,16,0,0.0
route,ABQ->DEN,12,12,0,0.0
route,ABQ->DFW,8,8,0,0.0
route,ABQ->HOU,10,10,0,0.0
route,ABQ->IAH,11,11,0,0.0
route,ABQ->LAS,12,12,0,0.0
route,ABQ->LAX,18,18,0,0.0
route,ABQ->MCI,3,3,0,0.0
route,ABQ->MCO,1,1,0,0.0
route,ABQ->MDW,6,6,0,0.0
route,ABQ->OAK,5,5,0,0.0
route,ABQ->ORD,8,8,0,0.0
route,ABQ->PDX,4,4,0,0.0
route,ABQ->PHX,26,26,0,0.0
route,ABQ->SAN,7,7,0,0.0
route,ABQ->SEA,2,2,0,0.0
route,ABQ->SFO,12,12,0,0.0
route,ABQ->SJC,1,1,0,0.0
route,ABQ->SLC,4,4,0,0.0
route,ABR->MSP,4,4,0,0.0
route,ABY->ATL,5,5,0,0.0
route,ACT->DFW,1,1,0,0.0
route,ACV->LAX,1,1,0,0.0
route,ACV->SFO,6,6,0,0.0
route,ACY->FLL,8,8,0,0.0
route,ACY->MCO,5,5,0,0.0
route,ACY->MYR,2,2,0,0.0
route,ACY->PBI,2,2,0,0.0
route,ACY->RSW,5,5,0,0.0
route,ACY->TPA,3,3,0,0.0
route,ADK->ANC,1,1,0,0.0
route,ADQ->ANC,5,5,0,0.0
route,AEX->ATL,18,18,0,0.0
route,AEX->DFW,1,1,0,0.0
route,AEX->IAH,1,1,0,0.0
route,AGS->ATL,26,26,0,0.0
route,AGS->CLT,12,12,0,0.0
route,ALB->ATL,10,10,0,0.0
route,ALB->BWI,15,15,0,0.0
route,ALB->CLT,3,3,0,0.0
route,ALB->DCA,7,7,0,0.0
route,ALB->DEN,1,1,0,0.0
route,ALB->DTW,9,9,0,0.0
route,ALB->EWR,16,16,0,0.0
route,ALB->FLL,6,6,0,0.0
route,ALB->IAD,9,9,0,0.0
route,ALB->MCO,15,15,0,0.0
route,ALB->MDW,7,7,0,0.0
route,ALB->ORD,17,17,0,0.0
route,ALB->PHL,9,9,0,0.0
route,ALB->PIE,1,1,0,0.0
route,ALB->RSW,2,2,0,0.0
route,ALB->SFB,2,2,0,0.0
route,ALB->TPA,1,1,0,0.0
route,ALO->ORD,2,2,0,0.0
route,ALW->SEA,4,4,0,0.0
route,AMA->DAL,8,8,0,0.0
route,AMA->DEN,3,3,0,0.0
route,AMA->DFW,6,6,0,0.0
route,AMA->IAH,6,6,0,0.0
route,AMA->LAS,2,2,0,0.0
route,AMA->PHX,1,1,0,0.0
route,ANC->ADK,2,2,0,0.0
route,ANC->ADQ,5,5,0,0.0
route,ANC->BET,10,10,0,0.0
route,ANC->CDV,5,5,0,0.0
route,ANC->DEN,4,4,0,0.0
route,ANC->DUT,6,6,0,0.0
route,ANC->FAI,21,21,0,0.0
route,ANC->HNL,2,2,0,0.0
route,ANC->JNU,10,10,0,0.0
route,ANC->KOA,1,1,0,0.0
route,ANC->LAX,5,5,0,0.0
route,ANC->MSP,4,4,0,0.0
route,ANC->OGG,2,2,0,0.0
route,ANC->OME,1,1,0,0.0
route,ANC->OTZ,4,4,0,0.0
route,ANC->PDX,6,6,0,0.0
route,ANC->PHX,1,1,0,0.0
route,ANC->SCC,4,4,0,0.0
route,ANC->SEA,45,45,0,0.0
route,ANC->SFO,1,1,0,0.0
route,APN->DTW,3,3,0,0.0
route,APN->PLN,2,2,0,0.0
route,ART->PHL,4,4,0,0.0
route,ASE->ATL,4,4,0,0.0
route,ASE->DEN,14,14,0,0.0
route,ASE->DFW,3,3,0,0.0
route,ASE->IAH,10,10,0,0.0
route,ASE->LAX,16,16,0,0.0
route,ASE->MSP,1,1,0,0.0
route,ASE->ORD,15,15,0,0.0
route,ASE->SFO,6,6,0,0.0
route,ASE->SLC,4,4,0,0.0
route,ATL->ABE,5,5,0,0.0
route,ATL->ABQ,5,5,0,0.0
route,ATL->ABY,7,7,0,0.0
route,ATL->AEX,12,12,0,0.0
route,ATL->AGS,24,24,0,0.0
route,ATL->ALB,10,10,0,0.0
route,ATL->ASE,1,1,0,0.0
route,ATL->ATW,3,3,0,0.0
route,ATL->AUS,26,26,0,0.0
route,ATL->AVL,19,19,0,0.0
route,ATL->AVP,1,1,0,0.0
route,ATL->BDL,22,22,0,0.0
route,ATL->BHM,30,30,0,0.0
route,ATL->BMI,5,5,0,0.0
route,ATL->BNA,26,26,0,0.0
route,ATL->BOS,60,60,0,0.0
route,ATL->BQK,9,9,0,0.0
route,ATL->BTR,14,14,0,0.0
route,ATL->BUF,16,16,0,0.0
route,ATL->BWI,49,49,0,0.0
route,ATL->CAE,18,18,0,0.0
route,ATL->CAK,9,9,0,0.0
route,ATL->CHA,30,30,0,0.0
route,ATL->CHO,17,17,0,0.0
route,ATL->CHS,15,15,0,0.0
route,ATL->CID,3,3,0,0.0
route,ATL->CLE,33,33,0,0.0
route,ATL->CLT,45,45,0,0.0
route,ATL->CMH,23,23,0,0.0
route,ATL->COS,3,3,0,0.0
route,ATL->CRW,14,14,0,0.0
route,ATL->CSG,10,10,0,0.0
route,ATL->CVG,19,19,0,0.0
route,ATL->DAB,12,12,0,0.0
route,ATL->DAL,32,32,0,0.0
route,ATL->DAY,11,11,0,0.0
route,ATL->DCA,48,48,0,0.0
route,ATL->DEN,46,46,0,0.0
route,ATL->DFW,51,51,0,0.0
route,ATL->DHN,15,15,0,0.0
route,ATL->DSM,8,8,0,0.0
route,ATL->DTW,47,47,0,0.0
route,ATL->ECP,15,15,0,0.0
route,ATL->EGE,1,1,0,0.0
route,ATL->ELM,1,1,0,0.0
route,ATL->ELP,8,8,0,0.0
route,ATL->EVV,7,7,0,0.0
route,ATL->EWN,4,4,0,0.0
route,ATL->EWR,55,55,0,0.0
route,ATL->EYW,17,17,0,0.0
route,ATL->FAR,1,1,0,0.0
route,ATL->FAY,20,20,0,0.0
route,ATL->FLL,72,72,0,0.0
route,ATL->FNT,7,7,0,0.0
route,ATL->FSD,3,3,0,0.0
route,ATL->FSM,5,5,0,0.0
route,ATL->FWA,11,11,0,0.0
route,ATL->GNV,19,19,0,0.0
route,ATL->GPT,6,6,0,0.0
route,ATL->GRB,3,3,0,0.0
route,ATL->GRR,16,16,0,0.0
route,ATL->GSO,12,12,0,0.0
route,ATL->GSP,30,30,0,0.0
route,ATL->GTR,11,11,0,0.0
route,ATL->HDN,3,3,0,0.0
route,ATL->HNL,3,3,0,0.0
route,ATL->HOU,33,33,0,0.0
route,ATL->HPN,16,16,0,0.0
route,ATL->HSV,25,25,0,0.0
route,ATL->IAD,36,36,0,0.0
route,ATL->IAH,41,41,0,0.0
route,ATL->ICT,8,8,0,0.0
route,ATL->ILM,21,21,0,0.0
route,ATL->IND,30,30,0,0.0
route,ATL->JAN,14,14,0,0.0
route,ATL->JAX,46,46,0,0.0
route,ATL->JFK,30,30,0,0.0
route,ATL->LAS,38,38,0,0.0
route,ATL->LAX,54,54,0,0.0
route,ATL->LEX,12,12,0,0.0
route,ATL->LFT,16,16,0,0.0
route,ATL->LGA,83,83,0,0.0
