dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12967,12967,0,0.0
Carrier_ID(DOT),19687,1116,1116,0,0.0
Carrier_ID(DOT),19690,763,763,0,0.0
Carrier_ID(DOT),19790,3975,3975,0,0.0
Carrier_ID(DOT),19805,3573,3573,0,0.0
Carrier_ID(DOT),19930,2628,2628,0,0.0
Carrier_ID(DOT),19977,6198,6198,0,0.0
Carrier_ID(DOT),20046,939,939,0,0.0
Carrier_ID(DOT),20225,21,21,0,0.0
Carrier_ID(DOT),20237,679,679,0,0.0
Carrier_ID(DOT),20263,66,66,0,0.0
Carrier_ID(DOT),20304,5017,5017,0,0.0
Carrier_ID(DOT),20363,944,944,0,0.0
Carrier_ID(DOT),20366,1191,1191,0,0.0
Carrier_ID(DOT),20368,1227,1227,0,0.0
Carrier_ID(DOT),20378,1509,1509,0,0.0
Carrier_ID(DOT),20397,1080,1080,0,0.0
Carrier_ID(DOT),20398,1270,1270,0,0.0
Carrier_ID(DOT),20409,2954,2954,0,0.0
Carrier_ID(DOT),20416,1848,1848,0,0.0
Carrier_ID(DOT),20427,483,483,0,0.0
Carrier_ID(DOT),20436,1326,1326,0,0.0
Carrier_ID(DOT),20445,473,473,0,0.0
Carrier_ID(DOT),20452,1746,1746,0,0.0
Carrier_ID(DOT),20500,505,505,0,0.0
Carrier_ID(DOT),21167,398,398,0,0.0
Airline,(missing),6079,6079,0,0.0
Airline,Air Wisconsin Airlines Corp,833,833,0,0.0
Airline,Alaska Airlines Inc.,2346,2346,0,0.0
Airline,Allegiant Air,1090,1090,0,0.0
Airline,American Airlines Inc.,3181,3181,0,0.0
Airline,Capital Cargo International,434,434,0,0.0
Airline,Comair Inc.,963,963,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",433,433,0,0.0
Airline,Compass Airlines,365,365,0,0.0
Airline,Delta Air Lines Inc.,3525,3525,0,0.0
Airline,Empire Airlines Inc.,63,63,0,0.0
Airline,Endeavor Air Inc.,847,847,0,0.0
Airline,Envoy Air,1147,1147,0,0.0
Airline,ExpressJet Airlines Inc.,1055,1055,0,0.0
Airline,Frontier Airlines Inc.,1155,1155,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",462,462,0,0.0
Airline,Hawaiian Airlines Inc.,678,678,0,0.0
Airline,Horizon Air,994,994,0,0.0
Airline,JetBlue Airways,2625,2625,0,0.0
Airline,Mesa Airlines Inc.,1343,1343,0,0.0
Airline,Peninsula Airways Inc.,19,19,0,0.0
Airline,Republic Airlines,1544,1544,0,0.0
Airline,SkyWest Airlines Inc.,4438,4438,0,0.0
Airline,Southwest Airlines Co.,11485,11485,0,0.0
Airline,Spirit Air Lines,1654,1654,0,0.0
Airline,Trans States Airlines,607,607,0,0.0
Airline,United Air Lines Inc.,5531,5531,0,0.0
carrier_group,previously-absent operator,4680,4680,0,0.0
carrier_group,reporting carrier,50216,50216,0,0.0
route,ABE->ATL,3,3,0,0.0
route,ABE->DTW,5,5,0,0.0
route,ABE->ORD,10,10,0,0.0
route,ABE->PHL,6,6,0,0.0
route,ABE->SAV,1,1,0,0.0
route,ABE->SFB,6,6,0,0.0
route,ABI->DFW,10,10,0,0.0
route,ABQ->ATL,3,3,0,0.0
route,ABQ->AUS,5,5,0,0.0
route,ABQ->BWI,6,6,0,0.0
route,ABQ->DAL,9,9,0,0.0
route,ABQ->DEN,37,37,0,0.0
route,ABQ->DFW,10,10,0,0.0
route,ABQ->HOU,10,10,0,0.0
route,ABQ->IAH,13,13,0,0.0
route,ABQ->JFK,2,2,0,0.0
route,ABQ->LAS,16,16,0,0.0
route,ABQ->LAX,23,23,0,0.0
route,ABQ->MCI,6,6,0,0.0
route,ABQ->MCO,1,1,0,0.0
route,ABQ->MDW,5,5,0,0.0
route,ABQ->MSP,5,5,0,0.0
route,ABQ->OAK,5,5,0,0.0
route,ABQ->ORD,5,5,0,0.0
route,ABQ->PDX,6,6,0,0.0
route,ABQ->PHX,25,25,0,0.0
route,ABQ->SAN,12,12,0,0.0
route,ABQ->SEA,3,3,0,0.0
route,ABQ->SFO,11,11,0,0.0
route,ABQ->SLC,4,4,0,0.0
route,ABQ->SNA,2,2,0,0.0
route,ABR->MSP,5,5,0,0.0
route,ABY->ATL,2,2,0,0.0
route,ACK->BOS,4,4,0,0.0
route,ACK->DCA,3,3,0,0.0
route,ACK->EWR,11,11,0,0.0
route,ACK->HPN,2,2,0,0.0
route,ACK->JFK,16,16,0,0.0
route,ACK->LGA,5,5,0,0.0
route,ACT->DFW,6,6,0,0.0
route,ACV->DEN,1,1,0,0.0
route,ACV->LAX,5,5,0,0.0
route,ACV->SFO,11,11,0,0.0
route,ACY->ATL,4,4,0,0.0
route,ACY->FLL,4,4,0,0.0
route,ACY->MCO,7,7,0,0.0
route,ACY->MYR,3,3,0,0.0
route,ACY->RSW,5,5,0,0.0
route,ACY->TPA,2,2,0,0.0
route,ADQ->ANC,7,7,0,0.0
route,AEX->ATL,6,6,0,0.0
route,AEX->DFW,5,5,0,0.0
route,AEX->IAH,10,10,0,0.0
route,AGS->ATL,8,8,0,0.0
route,AGS->CLT,14,14,0,0.0
route,AGS->DFW,1,1,0,0.0
route,AKN->ANC,7,7,0,0.0
route,ALB->ATL,3,3,0,0.0
route,ALB->BWI,20,20,0,0.0
