dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12583,12583,0,0.0
Carrier_ID(DOT),19687,443,443,0,0.0
Carrier_ID(DOT),19690,766,766,0,0.0
Carrier_ID(DOT),19790,3841,3841,0,0.0
Carrier_ID(DOT),19805,3623,3623,0,0.0
Carrier_ID(DOT),19930,1007,1007,0,0.0
Carrier_ID(DOT),19977,6002,6002,0,0.0
Carrier_ID(DOT),20046,947,947,0,0.0
Carrier_ID(DOT),20225,7,7,0,0.0
Carrier_ID(DOT),20237,603,603,0,0.0
Carrier_ID(DOT),20263,70,70,0,0.0
Carrier_ID(DOT),20304,4809,4809,0,0.0
Carrier_ID(DOT),20363,924,924,0,0.0
Carrier_ID(DOT),20366,1102,1102,0,0.0
Carrier_ID(DOT),20368,1153,1153,0,0.0
Carrier_ID(DOT),20378,1429,1429,0,0.0
Carrier_ID(DOT),20397,1057,1057,0,0.0
Carrier_ID(DOT),20398,1241,1241,0,0.0
Carrier_ID(DOT),20409,2741,2741,0,0.0
Carrier_ID(DOT),20416,1797,1797,0,0.0
Carrier_ID(DOT),20427,454,454,0,0.0
Carrier_ID(DOT),20436,1160,1160,0,0.0
Carrier_ID(DOT),20445,508,508,0,0.0
Carrier_ID(DOT),20452,1833,1833,0,0.0
Carrier_ID(DOT),20500,564,564,0,0.0
Carrier_ID(DOT),21167,378,378,0,0.0
Airline,(missing),5550,5550,0,0.0
Airline,Air Wisconsin Airlines Corp,854,854,0,0.0
Airline,Alaska Airlines Inc.,899,899,0,0.0
Airline,Allegiant Air,1008,1008,0,0.0
Airline,American Airlines Inc.,3245,3245,0,0.0
Airline,Capital Cargo International,395,395,0,0.0
Airline,Comair Inc.,941,941,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",444,444,0,0.0
Airline,Compass Airlines,346,346,0,0.0
Airline,Delta Air Lines Inc.,3403,3403,0,0.0
Airline,Empire Airlines Inc.,64,64,0,0.0
Airline,Endeavor Air Inc.,833,833,0,0.0
Airline,Envoy Air,1118,1118,0,0.0
Airline,ExpressJet Airlines Inc.,965,965,0,0.0
Airline,Frontier Airlines Inc.,1043,1043,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",512,512,0,0.0
Airline,Hawaiian Airlines Inc.,683,683,0,0.0
Airline,Horizon Air,394,394,0,0.0
Airline,JetBlue Airways,2435,2435,0,0.0
Airline,Mesa Airlines Inc.,1274,1274,0,0.0
Airline,Peninsula Airways Inc.,6,6,0,0.0
Airline,Republic Airlines,1641,1641,0,0.0
Airline,SkyWest Airlines Inc.,4285,4285,0,0.0
Airline,Southwest Airlines Co.,11252,11252,0,0.0
Airline,Spirit Air Lines,1604,1604,0,0.0
Airline,Trans States Airlines,540,540,0,0.0
Airline,United Air Lines Inc.,5308,5308,0,0.0
carrier_group,previously-absent operator,3974,3974,0,0.0
carrier_group,reporting carrier,47068,47068,0,0.0
route,ABE->ATL,2,2,0,0.0
route,ABE->BNA,2,2,0,0.0
route,ABE->CLT,2,2,0,0.0
route,ABE->DTW,4,4,0,0.0
route,ABE->FLL,1,1,0,0.0
route,ABE->MYR,2,2,0,0.0
route,ABE->ORD,13,13,0,0.0
route,ABE->PGD,3,3,0,0.0
route,ABE->PHL,2,2,0,0.0
route,ABE->PIE,2,2,0,0.0
route,ABE->SAV,2,2,0,0.0
route,ABE->SFB,8,8,0,0.0
route,ABI->DFW,7,7,0,0.0
route,ABQ->ATL,2,2,0,0.0
route,ABQ->AUS,4,4,0,0.0
route,ABQ->BWI,3,3,0,0.0
route,ABQ->DAL,13,13,0,0.0
route,ABQ->DEN,28,28,0,0.0
route,ABQ->DFW,9,9,0,0.0
route,ABQ->HOU,6,6,0,0.0
route,ABQ->IAH,13,13,0,0.0
route,ABQ->JFK,2,2,0,0.0
route,ABQ->LAS,19,19,0,0.0
route,ABQ->LAX,14,14,0,0.0
route,ABQ->MCI,3,3,0,0.0
route,ABQ->MCO,1,1,0,0.0
route,ABQ->MDW,2,2,0,0.0
route,ABQ->OAK,9,9,0,0.0
route,ABQ->ORD,11,11,0,0.0
route,ABQ->PDX,3,3,0,0.0
route,ABQ->PHX,25,25,0,0.0
route,ABQ->SAN,7,7,0,0.0
route,ABQ->SEA,2,2,0,0.0
route,ABQ->SFO,8,8,0,0.0
route,ABQ->SJC,2,2,0,0.0
route,ABQ->SLC,1,1,0,0.0
route,ABR->MSP,3,3,0,0.0
route,ABY->ATL,3,3,0,0.0
route,ACK->BOS,2,2,0,0.0
route,ACK->DCA,2,2,0,0.0
route,ACK->HPN,1,1,0,0.0
route,ACK->JFK,10,10,0,0.0
route,ACK->LGA,2,2,0,0.0
route,ACT->DFW,4,4,0,0.0
route,ACV->DEN,1,1,0,0.0
route,ACV->LAX,2,2,0,0.0
route,ACV->SFO,11,11,0,0.0
route,ACY->ATL,6,6,0,0.0
route,ACY->FLL,5,5,0,0.0
route,ACY->MCO,8,8,0,0.0
route,ACY->MSY,1,1,0,0.0
route,ACY->MYR,3,3,0,0.0
route,ACY->RSW,4,4,0,0.0
route,ACY->TPA,1,1,0,0.0
route,ADQ->ANC,4,4,0,0.0
route,AEX->ATL,7,7,0,0.0
route,AEX->DFW,3,3,0,0.0
route,AEX->IAH,9,9,0,0.0
route,AGS->ATL,9,9,0,0.0
route,AGS->CLT,8,8,0,0.0
route,ALB->ATL,5,5,0,0.0
route,ALB->BWI,14,14,0,0.0
route,ALB->CLT,1,1,0,0.0
route,ALB->DCA,2,2,0,0.0
route,ALB->DEN,3,3,0,0.0
route,ALB->DTW,7,7,0,0.0
route,ALB->EWR,18,18,0,0.0
route,ALB->FLL,9,9,0,0.0
route,ALB->IAD,10,10,0,0.0
route,ALB->MCO,9,9,0,0.0
route,ALB->MDW,7,7,0,0.0
route,ALB->MSP,1,1,0,0.0
route,ALB->ORD,16,16,0,0.0
route,ALB->PHL,9,9,0,0.0
route,ALB->PIE,1,1,0,0.0
route,ALB->RDU,1,1,0,0.0
route,ALB->TPA,4,4,0,0.0
route,ALO->ORD,4,4,0,0.0
route,ALW->SEA,8,8,0,0.0
route,AMA->DAL,12,12,0,0.0
route,AMA->DEN,9,9,0,0.0
route,AMA->DFW,11,11,0,0.0
route,AMA->IAH,6,6,0,0.0
route,ANC->ADK,1,1,0,0.0
route,ANC->ADQ,4,4,0,0.0
route,ANC->AKN,1,1,0,0.0
route,ANC->ATL,1,1,0,0.0
route,ANC->BET,4,4,0,0.0
route,ANC->CDV,2,2,0,0.0
route,ANC->DEN,4,4,0,0.0
route,ANC->DFW,3,3,0,0.0
route,ANC->DLG,2,2,0,0.0
route,ANC->DUT,4,4,0,0.0
route,ANC->FAI,7,7,0,0.0
route,ANC->HNL,1,1,0,0.0
route,ANC->IAH,4,4,0,0.0
route,ANC->JNU,4,4,0,0.0
route,ANC->LAX,3,3,0,0.0
route,ANC->MSP,1,1,0,0.0
route,ANC->OME,1,1,0,0.0
route,ANC->ORD,14,14,0,0.0
route,ANC->OTZ,3,3,0,0.0
route,ANC->PDX,6,6,0,0.0
route,ANC->SCC,3,3,0,0.0
route,ANC->SEA,40,40,0,0.0
route,ANC->SFO,3,3,0,0.0
route,APN->DTW,2,2,0,0.0
route,ART->PHL,2,2,0,0.0
route,ASE->DEN,19,19,0,0.0
route,ASE->DFW,6,6,0,0.0
route,ASE->IAH,5,5,0,0.0
route,ASE->LAX,5,5,0,0.0
route,ASE->ORD,5,5,0,0.0
route,ASE->PHX,1,1,0,0.0
route,ASE->SFO,6,6,0,0.0
route,ASE->SLC,4,4,0,0.0
route,ATL->ABE,6,6,0,0.0
route,ATL->ABQ,3,3,0,0.0
route,ATL->ABY,1,1,0,0.0
