dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12018,12018,0,0.0
Carrier_ID(DOT),19687,960,960,0,0.0
Carrier_ID(DOT),19690,699,699,0,0.0
Carrier_ID(DOT),19790,8248,8248,0,0.0
Carrier_ID(DOT),19805,3278,3278,0,0.0
Carrier_ID(DOT),19930,2324,2324,0,0.0
Carrier_ID(DOT),19977,5459,5459,0,0.0
Carrier_ID(DOT),20046,911,911,0,0.0
Carrier_ID(DOT),20225,14,14,0,0.0
Carrier_ID(DOT),20237,550,550,0,0.0
Carrier_ID(DOT),20253,16,16,0,0.0
Carrier_ID(DOT),20263,63,63,0,0.0
Carrier_ID(DOT),20304,6238,6238,0,0.0
Carrier_ID(DOT),20363,2104,2104,0,0.0
Carrier_ID(DOT),20366,1403,1403,0,0.0
Carrier_ID(DOT),20368,911,911,0,0.0
Carrier_ID(DOT),20378,1336,1336,0,0.0
Carrier_ID(DOT),20397,1055,1055,0,0.0
Carrier_ID(DOT),20398,1076,1076,0,0.0
Carrier_ID(DOT),20409,2876,2876,0,0.0
Carrier_ID(DOT),20416,1646,1646,0,0.0
Carrier_ID(DOT),20427,415,415,0,0.0
Carrier_ID(DOT),20436,1038,1038,0,0.0
Carrier_ID(DOT),20445,436,436,0,0.0
Carrier_ID(DOT),20452,2008,2008,0,0.0
Carrier_ID(DOT),20500,788,788,0,0.0
Carrier_ID(DOT),21167,679,679,0,0.0
Airline,(missing),6512,6512,0,0.0
Airline,Air Wisconsin Airlines Corp,812,812,0,0.0
Airline,Alaska Airlines Inc.,2059,2059,0,0.0
Airline,Allegiant Air,810,810,0,0.0
Airline,American Airlines Inc.,2929,2929,0,0.0
Airline,Cape Air,15,15,0,0.0
Airline,Capital Cargo International,379,379,0,0.0
Airline,Comair Inc.,922,922,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",386,386,0,0.0
Airline,Compass Airlines,590,590,0,0.0
Airline,Delta Air Lines Inc.,7280,7280,0,0.0
Airline,Empire Airlines Inc.,56,56,0,0.0
Airline,Endeavor Air Inc.,1879,1879,0,0.0
Airline,Envoy Air,954,954,0,0.0
Airline,ExpressJet Airlines Inc.,1271,1271,0,0.0
Airline,Frontier Airlines Inc.,930,930,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",711,711,0,0.0
Airline,Hawaiian Airlines Inc.,611,611,0,0.0
Airline,Horizon Air,847,847,0,0.0
Airline,JetBlue Airways,2575,2575,0,0.0
Airline,Mesa Airlines Inc.,1197,1197,0,0.0
Airline,Peninsula Airways Inc.,10,10,0,0.0
Airline,Republic Airlines,1781,1781,0,0.0
Airline,SkyWest Airlines Inc.,5541,5541,0,0.0
Airline,Southwest Airlines Co.,10676,10676,0,0.0
Airline,Spirit Air Lines,1442,1442,0,0.0
Airline,Trans States Airlines,491,491,0,0.0
Airline,United Air Lines Inc.,4883,4883,0,0.0
carrier_group,previously-absent operator,4816,4816,0,0.0
carrier_group,reporting carrier,53733,53733,0,0.0
route,ABE->ATL,7,7,0,0.0
route,ABE->CLT,5,5,0,0.0
route,ABE->DTW,9,9,0,0.0
route,ABE->ORD,10,10,0,0.0
route,ABE->PGD,1,1,0,0.0
route,ABE->PHL,5,5,0,0.0
route,ABE->SFB,2,2,0,0.0
route,ABI->DFW,6,6,0,0.0
route,ABQ->ATL,3,3,0,0.0
route,ABQ->AUS,2,2,0,0.0
route,ABQ->BWI,6,6,0,0.0
route,ABQ->DAL,9,9,0,0.0
route,ABQ->DEN,25,25,0,0.0
route,ABQ->DFW,9,9,0,0.0
route,ABQ->HOU,9,9,0,0.0
route,ABQ->IAH,14,14,0,0.0
route,ABQ->JFK,3,3,0,0.0
route,ABQ->LAS,13,13,0,0.0
route,ABQ->LAX,17,17,0,0.0
route,ABQ->MCI,4,4,0,0.0
route,ABQ->MCO,2,2,0,0.0
route,ABQ->MDW,12,12,0,0.0
route,ABQ->OAK,3,3,0,0.0
route,ABQ->ORD,4,4,0,0.0
route,ABQ->PDX,1,1,0,0.0
route,ABQ->PHX,28,28,0,0.0
route,ABQ->SAN,7,7,0,0.0
route,ABQ->SEA,3,3,0,0.0
route,ABQ->SFO,7,7,0,0.0
route,ABQ->SLC,9,9,0,0.0
route,ABR->MSP,2,2,0,0.0
route,ABY->ATL,12,12,0,0.0
route,ACT->DFW,9,9,0,0.0
route,ACV->LAX,1,1,0,0.0
route,ACV->SFO,10,10,0,0.0
route,ACY->ATL,3,3,0,0.0
route,ACY->FLL,7,7,0,0.0
route,ACY->MCO,6,6,0,0.0
route,ACY->MSY,1,1,0,0.0
route,ACY->MYR,2,2,0,0.0
route,ACY->PBI,2,2,0,0.0
route,ACY->RSW,5,5,0,0.0
route,ACY->TPA,2,2,0,0.0
route,ADK->ANC,1,1,0,0.0
route,ADQ->ANC,10,10,0,0.0
route,AEX->ATL,14,14,0,0.0
route,AEX->DFW,5,5,0,0.0
route,AEX->IAH,7,7,0,0.0
route,AGS->ATL,35,35,0,0.0
route,AGS->CLT,8,8,0,0.0
route,AGS->DFW,2,2,0,0.0
route,AGS->LGA,1,1,0,0.0
route,ALB->ATL,6,6,0,0.0
route,ALB->BWI,15,15,0,0.0
route,ALB->CLT,3,3,0,0.0
route,ALB->DCA,2,2,0,0.0
route,ALB->DEN,1,1,0,0.0
route,ALB->DTW,15,15,0,0.0
route,ALB->EWR,17,17,0,0.0
route,ALB->FLL,8,8,0,0.0
route,ALB->IAD,9,9,0,0.0
route,ALB->MCO,15,15,0,0.0
route,ALB->MDW,3,3,0,0.0
route,ALB->MSP,4,4,0,0.0
route,ALB->ORD,25,25,0,0.0
route,ALB->PHL,8,8,0,0.0
route,ALB->PIE,2,2,0,0.0
route,ALB->TPA,5,5,0,0.0
route,ALO->ORD,1,1,0,0.0
route,ALW->SEA,9,9,0,0.0
route,AMA->DAL,11,11,0,0.0
route,AMA->DEN,3,3,0,0.0
route,AMA->DFW,6,6,0,0.0
route,AMA->IAH,9,9,0,0.0
route,AMA->LAS,5,5,0,0.0
route,AMA->PHX,4,4,0,0.0
route,ANC->ADK,2,2,0,0.0
route,ANC->ADQ,3,3,0,0.0
route,ANC->BET,7,7,0,0.0
route,ANC->CDV,4,4,0,0.0
route,ANC->DEN,2,2,0,0.0
route,ANC->DUT,4,4,0,0.0
route,ANC->FAI,17,17,0,0.0
route,ANC->HNL,4,4,0,0.0
route,ANC->JNU,12,12,0,0.0
route,ANC->LAX,2,2,0,0.0
route,ANC->MSP,4,4,0,0.0
route,ANC->OME,4,4,0,0.0
route,ANC->ORD,1,1,0,0.0
route,ANC->OTZ,8,8,0,0.0
route,ANC->PDX,6,6,0,0.0
route,ANC->PHX,3,3,0,0.0
route,ANC->SCC,6,6,0,0.0
route,ANC->SEA,46,46,0,0.0
route,APN->DTW,5,5,0,0.0
route,APN->PLN,1,1,0,0.0
route,ART->PHL,2,2,0,0.0
route,ASE->DEN,17,17,0,0.0
route,ASE->DFW,1,1,0,0.0
route,ASE->LAX,3,3,0,0.0
route,ASE->ORD,2,2,0,0.0
route,ASE->SFO,1,1,0,0.0
route,ASE->SLC,4,4,0,0.0
route,ATL->ABE,6,6,0,0.0
route,ATL->ABQ,6,6,0,0.0
route,ATL->ABY,9,9,0,0.0
route,ATL->AEX,17,17,0,0.0
route,ATL->AGS,25,25,0,0.0
route,ATL->ALB,8,8,0,0.0
route,ATL->ATW,2,2,0,0.0
route,ATL->AUS,39,39,0,0.0
route,ATL->AVL,20,20,0,0.0
route,ATL->BDL,20,20,0,0.0
route,ATL->BHM,28,28,0,0.0
route,ATL->BMI,10,10,0,0.0
route,ATL->BNA,32,32,0,0.0
route,ATL->BOS,61,61,0,0.0
route,ATL->BQK,10,10,0,0.0
route,ATL->BTR,19,19,0,0.0
route,ATL->BTV,5,5,0,0.0
route,ATL->BUF,12,12,0,0.0
route,ATL->BWI,46,46,0,0.0
route,ATL->CAE,30,30,0,0.0
route,ATL->CAK,11,11,0,0.0
route,ATL->CHA,40,40,0,0.0
route,ATL->CHO,14,14,0,0.0
route,ATL->CHS,36,36,0,0.0
route,ATL->CID,10,10,0,0.0
route,ATL->CLE,33,33,0,0.0
route,ATL->CLT,50,50,0,0.0
route,ATL->CMH,29,29,0,0.0
route,ATL->COS,6,6,0,0.0
route,ATL->CRW,16,16,0,0.0
route,ATL->CSG,10,10,0,0.0
route,ATL->CVG,31,31,0,0.0
route,ATL->DAB,7,7,0,0.0
route,ATL->DAL,22,22,0,0.0
route,ATL->DAY,15,15,0,0.0
route,ATL->DCA,51,51,0,0.0
route,ATL->DEN,45,45,0,0.0
route,ATL->DFW,48,48,0,0.0
route,ATL->DHN,11,11,0,0.0
route,ATL->DSM,7,7,0,0.0
route,ATL->DTW,40,40,0,0.0
route,ATL->ECP,22,22,0,0.0
route,ATL->ELP,7,7,0,0.0
route,ATL->EVV,12,12,0,0.0
route,ATL->EWN,4,4,0,0.0
route,ATL->EWR,62,62,0,0.0
route,ATL->EYW,17,17,0,0.0
route,ATL->FAY,13,13,0,0.0
route,ATL->FLL,88,88,0,0.0
route,ATL->FNT,12,12,0,0.0
route,ATL->FSD,3,3,0,0.0
route,ATL->FSM,8,8,0,0.0
route,ATL->FWA,13,13,0,0.0
route,ATL->GNV,20,20,0,0.0
route,ATL->GPT,10,10,0,0.0
route,ATL->GRB,3,3,0,0.0
route,ATL->GRR,11,11,0,0.0
route,ATL->GSO,18,18,0,0.0
route,ATL->GSP,44,44,0,0.0
route,ATL->GTR,7,7,0,0.0
route,ATL->HDN,1,1,0,0.0
route,ATL->HNL,1,1,0,0.0
route,ATL->HOU,41,41,0,0.0
route,ATL->HPN,16,16,0,0.0
route,ATL->HSV,19,19,0,0.0
route,ATL->IAD,28,28,0,0.0
route,ATL->IAH,39,39,0,0.0
route,ATL->ICT,11,11,0,0.0
route,ATL->ILM,14,14,0,0.0
route,ATL->IND,43,43,0,0.0
route,ATL->ISP,1,1,0,0.0
route,ATL->JAN,23,23,0,0.0
route,ATL->JAX,46,46,0,0.0
