run_id,phase_key,seed,source_row,ID,fold,y_true,probability,threshold,prediction,n_estimators,raw_missing__Month,raw_missing__Day_of_Month,raw_missing__Estimated_Departure_Time,raw_missing__Estimated_Arrival_Time,raw_missing__Cancelled,raw_missing__Diverted,raw_missing__Origin_Airport,raw_missing__Origin_Airport_ID,raw_missing__Origin_State,raw_missing__Destination_Airport,raw_missing__Destination_Airport_ID,raw_missing__Destination_State,raw_missing__Distance,raw_missing__Airline,raw_missing__Carrier_Code(IATA),raw_missing__Carrier_ID(DOT),raw_missing__Tail_Number,feature_missing__Airline,feature_missing__Dep_Hour,feature_missing__Arr_Hour,probability_error,error_type,raw__Month,raw__Day_of_Month,raw__Estimated_Departure_Time,raw__Estimated_Arrival_Time,raw__Cancelled,raw__Diverted,raw__Origin_Airport,raw__Origin_Airport_ID,raw__Origin_State,raw__Destination_Airport,raw__Destination_Airport_ID,raw__Destination_State,raw__Distance,raw__Airline,raw__Carrier_Code(IATA),raw__Carrier_ID(DOT),raw__Tail_Number
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,722761,TRAIN_722761,4,0,0.7050972370860757,0.23,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7050972370860757,FP,1,26,1840.0,2145.0,0,0,HPN,12197,New York,FLL,11697,Florida,1097.0,JetBlue Airways,B6,20409.0,N627JB
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,75033,TRAIN_075033,1,0,0.6837532550059771,0.23,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6837532550059771,FP,8,5,1825.0,2045.0,0,0,ATL,10397,Georgia,JFK,12478,New York,760.0,JetBlue Airways,,20409.0,N587JB
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,10727,TRAIN_010727,0,0,0.6783303452204272,0.22,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6783303452204272,FP,6,28,1240.0,1555.0,0,0,BNA,10693,Tennessee,EWR,11618,New Jersey,748.0,Southwest Airlines Co.,WN,,N496WN
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,982835,TRAIN_982835,1,0,0.6718406996093034,0.23,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6718406996093034,FP,5,18,1915.0,2057.0,0,0,ORF,13931,Virginia,EWR,11618,,284.0,"Commutair Aka Champlain Enterprises, Inc.",UA,20445.0,N13161
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,917086,TRAIN_917086,0,0,0.6665740547313607,0.22,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6665740547313607,FP,1,28,2110.0,2358.0,0,0,EWR,11618,New Jersey,MCO,13204,Florida,937.0,JetBlue Airways,B6,20409.0,N643JB
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,699941,TRAIN_699941,4,0,0.6321130262016287,0.23,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6321130262016287,FP,7,1,1927.0,2052.0,0,0,BWI,10821,Maryland,EWR,11618,New Jersey,169.0,,UA,20445.0,N11199
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,898739,TRAIN_898739,4,0,0.6237215293704284,0.23,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6237215293704284,FP,9,21,1600.0,1739.0,0,0,ORF,13931,Virginia,EWR,11618,New Jersey,284.0,"Commutair Aka Champlain Enterprises, Inc.",UA,20445.0,N11199
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,934685,TRAIN_934685,0,0,0.6103140199088867,0.22,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6103140199088867,FP,4,2,1330.0,1649.0,0,0,BNA,10693,Tennessee,EWR,11618,New Jersey,748.0,United Air Lines Inc.,UA,19977.0,N38727
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,597186,TRAIN_597186,4,0,0.6094382191694987,0.23,1,50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6094382191694987,FP,1,31,,2130.0,0,0,MCO,13204,,BOS,10721,Massachusetts,1121.0,JetBlue Airways,B6,20409.0,N948JB
37b0a58523ae97dc7659c6de2b5d40eb745725af98a8804f04cb6aa4689783b5,P6_fixed,42,295559,TRAIN_295559,0,0,0.6065630681273234,0.22,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6065630681273234,FP,11,25,1646.0,1952.0,0,0,EWR,11618,New Jersey,FLL,11697,Florida,1065.0,JetBlue Airways,B6,20409.0,N643JB
