dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12199,12199,0,0.0
Carrier_ID(DOT),19687,1062,1062,0,0.0
Carrier_ID(DOT),19690,762,762,0,0.0
Carrier_ID(DOT),19790,8867,8867,0,0.0
Carrier_ID(DOT),19805,8401,8401,0,0.0
Carrier_ID(DOT),19930,2290,2290,0,0.0
Carrier_ID(DOT),19977,5915,5915,0,0.0
Carrier_ID(DOT),20046,983,983,0,0.0
Carrier_ID(DOT),20225,10,10,0,0.0
Carrier_ID(DOT),20237,660,660,0,0.0
Carrier_ID(DOT),20263,72,72,0,0.0
Carrier_ID(DOT),20304,7140,7140,0,0.0
Carrier_ID(DOT),20363,2197,2197,0,0.0
Carrier_ID(DOT),20366,1364,1364,0,0.0
Carrier_ID(DOT),20368,788,788,0,0.0
Carrier_ID(DOT),20378,2070,2070,0,0.0
Carrier_ID(DOT),20397,2465,2465,0,0.0
Carrier_ID(DOT),20398,2836,2836,0,0.0
Carrier_ID(DOT),20409,2623,2623,0,0.0
Carrier_ID(DOT),20416,1571,1571,0,0.0
Carrier_ID(DOT),20427,1053,1053,0,0.0
Carrier_ID(DOT),20436,1317,1317,0,0.0
Carrier_ID(DOT),20445,549,549,0,0.0
Carrier_ID(DOT),20452,3052,3052,0,0.0
Carrier_ID(DOT),20500,717,717,0,0.0
Carrier_ID(DOT),21167,787,787,0,0.0
Airline,(missing),7746,7746,0,0.0
Airline,Air Wisconsin Airlines Corp,867,867,0,0.0
Airline,Alaska Airlines Inc.,2046,2046,0,0.0
Airline,Allegiant Air,706,706,0,0.0
Airline,American Airlines Inc.,7489,7489,0,0.0
Airline,Capital Cargo International,948,948,0,0.0
Airline,Comair Inc.,2182,2182,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",491,491,0,0.0
Airline,Compass Airlines,711,711,0,0.0
Airline,Delta Air Lines Inc.,7931,7931,0,0.0
Airline,Empire Airlines Inc.,62,62,0,0.0
Airline,Endeavor Air Inc.,1953,1953,0,0.0
Airline,Envoy Air,2540,2540,0,0.0
Airline,ExpressJet Airlines Inc.,1210,1210,0,0.0
Airline,Frontier Airlines Inc.,1157,1157,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",633,633,0,0.0
Airline,Hawaiian Airlines Inc.,701,701,0,0.0
Airline,Horizon Air,945,945,0,0.0
Airline,JetBlue Airways,2341,2341,0,0.0
Airline,Mesa Airlines Inc.,1839,1839,0,0.0
Airline,Peninsula Airways Inc.,9,9,0,0.0
Airline,Republic Airlines,2733,2733,0,0.0
Airline,SkyWest Airlines Inc.,6378,6378,0,0.0
Airline,Southwest Airlines Co.,10889,10889,0,0.0
Airline,Spirit Air Lines,1413,1413,0,0.0
Airline,Trans States Airlines,592,592,0,0.0
Airline,United Air Lines Inc.,5238,5238,0,0.0
carrier_group,previously-absent operator,5893,5893,0,0.0
carrier_group,reporting carrier,65857,65857,0,0.0
route,ABE->ATL,4,4,0,0.0
route,ABE->CLT,8,8,0,0.0
