year,time_mode,dimension,value,eligible_rows,matched_rows,match_rate
2007,scheduled,Carrier_ID(DOT),19393,11868,0,0.0
2007,scheduled,Carrier_ID(DOT),19687,968,0,0.0
2007,scheduled,Carrier_ID(DOT),19690,676,0,0.0
2007,scheduled,Carrier_ID(DOT),19790,8177,0,0.0
2007,scheduled,Carrier_ID(DOT),19805,8066,0,0.0
2007,scheduled,Carrier_ID(DOT),19930,2174,0,0.0
2007,scheduled,Carrier_ID(DOT),19977,5347,0,0.0
2007,scheduled,Carrier_ID(DOT),20046,894,0,0.0
2007,scheduled,Carrier_ID(DOT),20225,9,0,0.0
2007,scheduled,Carrier_ID(DOT),20237,611,0,0.0
2007,scheduled,Carrier_ID(DOT),20263,69,0,0.0
2007,scheduled,Carrier_ID(DOT),20304,6809,0,0.0
2007,scheduled,Carrier_ID(DOT),20363,2070,0,0.0
2007,scheduled,Carrier_ID(DOT),20366,1384,0,0.0
2007,scheduled,Carrier_ID(DOT),20368,849,0,0.0
2007,scheduled,Carrier_ID(DOT),20378,1978,0,0.0
2007,scheduled,Carrier_ID(DOT),20397,2583,0,0.0
2007,scheduled,Carrier_ID(DOT),20398,2598,0,0.0
2007,scheduled,Carrier_ID(DOT),20409,2621,0,0.0
2007,scheduled,Carrier_ID(DOT),20416,1644,0,0.0
2007,scheduled,Carrier_ID(DOT),20427,966,0,0.0
2007,scheduled,Carrier_ID(DOT),20436,1234,0,0.0
2007,scheduled,Carrier_ID(DOT),20445,482,0,0.0
2007,scheduled,Carrier_ID(DOT),20452,2711,0,0.0
2007,scheduled,Carrier_ID(DOT),20500,727,0,0.0
2007,scheduled,Carrier_ID(DOT),21167,768,0,0.0
2007,scheduled,route,ABE->ATL,3,0,0.0
2007,scheduled,route,ABE->BNA,3,0,0.0
2007,scheduled,route,ABE->CLT,13,0,0.0
2007,scheduled,route,ABE->DTW,5,0,0.0
2007,scheduled,route,ABE->FLL,1,0,0.0
2007,scheduled,route,ABE->ORD,7,0,0.0
2007,scheduled,route,ABE->PGD,1,0,0.0
2007,scheduled,route,ABE->PHL,8,0,0.0
2007,scheduled,route,ABE->PIE,2,0,0.0
2007,scheduled,route,ABE->SFB,4,0,0.0
2007,scheduled,route,ABI->DFW,8,0,0.0
2007,scheduled,route,ABQ->ATL,10,0,0.0
2007,scheduled,route,ABQ->AUS,3,0,0.0
2007,scheduled,route,ABQ->BWI,2,0,0.0
2007,scheduled,route,ABQ->DAL,17,0,0.0
2007,scheduled,route,ABQ->DEN,24,0,0.0
2007,scheduled,route,ABQ->DFW,22,0,0.0
2007,scheduled,route,ABQ->HOU,8,0,0.0
2007,scheduled,route,ABQ->IAH,13,0,0.0
2007,scheduled,route,ABQ->JFK,2,0,0.0
2007,scheduled,route,ABQ->LAS,9,0,0.0
2007,scheduled,route,ABQ->LAX,26,0,0.0
2007,scheduled,route,ABQ->MCI,3,0,0.0
2007,scheduled,route,ABQ->MCO,1,0,0.0
2007,scheduled,route,ABQ->MDW,6,0,0.0
2007,scheduled,route,ABQ->OAK,14,0,0.0
2007,scheduled,route,ABQ->ORD,7,0,0.0
2007,scheduled,route,ABQ->PDX,3,0,0.0
2007,scheduled,route,ABQ->PHX,31,0,0.0
2007,scheduled,route,ABQ->SAN,11,0,0.0
2007,scheduled,route,ABQ->SEA,4,0,0.0
2007,scheduled,route,ABQ->SFO,10,0,0.0
2007,scheduled,route,ABQ->SJC,1,0,0.0
2007,scheduled,route,ABQ->SLC,6,0,0.0
2007,scheduled,route,ABQ->SNA,2,0,0.0
2007,scheduled,route,ABR->MSP,9,0,0.0
2007,scheduled,route,ABY->ATL,7,0,0.0
2007,scheduled,route,ACT->DFW,12,0,0.0
2007,scheduled,route,ACV->LAX,6,0,0.0
2007,scheduled,route,ACV->SFO,17,0,0.0
2007,scheduled,route,ACY->ATL,1,0,0.0
2007,scheduled,route,ACY->FLL,11,0,0.0
2007,scheduled,route,ACY->MCO,7,0,0.0
2007,scheduled,route,ACY->MSY,1,0,0.0
2007,scheduled,route,ACY->MYR,2,0,0.0
2007,scheduled,route,ACY->PBI,2,0,0.0
2007,scheduled,route,ACY->RSW,6,0,0.0
2007,scheduled,route,ADK->ANC,2,0,0.0
2007,scheduled,route,ADQ->ANC,6,0,0.0
2007,scheduled,route,AEX->ATL,13,0,0.0
2007,scheduled,route,AEX->DFW,10,0,0.0
2007,scheduled,route,AEX->IAH,12,0,0.0
2007,scheduled,route,AGS->ATL,15,0,0.0
2007,scheduled,route,AGS->CLT,7,0,0.0
2007,scheduled,route,AGS->DFW,1,0,0.0
2007,scheduled,route,ALB->ATL,11,0,0.0
2007,scheduled,route,ALB->BWI,21,0,0.0
2007,scheduled,route,ALB->CLT,8,0,0.0
2007,scheduled,route,ALB->DCA,13,0,0.0
2007,scheduled,route,ALB->DEN,4,0,0.0
2007,scheduled,route,ALB->DTW,12,0,0.0
2007,scheduled,route,ALB->EWR,18,0,0.0
2007,scheduled,route,ALB->FLL,6,0,0.0
2007,scheduled,route,ALB->IAD,3,0,0.0
2007,scheduled,route,ALB->LAS,1,0,0.0
2007,scheduled,route,ALB->MCO,16,0,0.0
2007,scheduled,route,ALB->MDW,10,0,0.0
2007,scheduled,route,ALB->ORD,20,0,0.0
2007,scheduled,route,ALB->PHL,18,0,0.0
2007,scheduled,route,ALB->TPA,5,0,0.0
2007,scheduled,route,ALO->ORD,10,0,0.0
2007,scheduled,route,ALW->SEA,7,0,0.0
2007,scheduled,route,AMA->DAL,10,0,0.0
2007,scheduled,route,AMA->DEN,6,0,0.0
2007,scheduled,route,AMA->DFW,16,0,0.0
2007,scheduled,route,AMA->IAH,8,0,0.0
2007,scheduled,route,AMA->LAS,3,0,0.0
2007,scheduled,route,ANC->ADQ,9,0,0.0
2007,scheduled,route,ANC->BET,5,0,0.0
2007,scheduled,route,ANC->CDV,4,0,0.0
2007,scheduled,route,ANC->DEN,5,0,0.0
2007,scheduled,route,ANC->DUT,7,0,0.0
2007,scheduled,route,ANC->FAI,20,0,0.0
2007,scheduled,route,ANC->HNL,2,0,0.0
2007,scheduled,route,ANC->JNU,11,0,0.0
2007,scheduled,route,ANC->MSP,1,0,0.0
2007,scheduled,route,ANC->OGG,1,0,0.0
2007,scheduled,route,ANC->OME,1,0,0.0
2007,scheduled,route,ANC->ORD,1,0,0.0
2007,scheduled,route,ANC->OTZ,6,0,0.0
2007,scheduled,route,ANC->PDX,8,0,0.0
2007,scheduled,route,ANC->PHX,3,0,0.0
2007,scheduled,route,ANC->SCC,5,0,0.0
2007,scheduled,route,ANC->SEA,48,0,0.0
2007,scheduled,route,APN->DTW,2,0,0.0
2007,scheduled,route,APN->PLN,6,0,0.0
2007,scheduled,route,ART->PHL,4,0,0.0
2007,scheduled,route,ASE->DEN,14,0,0.0
2007,scheduled,route,ASE->DFW,3,0,0.0
2007,scheduled,route,ASE->IAH,1,0,0.0
2007,scheduled,route,ASE->LAX,2,0,0.0
2007,scheduled,route,ASE->SLC,3,0,0.0
2007,scheduled,route,ATL->ABE,7,0,0.0
2007,scheduled,route,ATL->ABQ,5,0,0.0
2007,scheduled,route,ATL->ABY,7,0,0.0
2007,scheduled,route,ATL->ACY,1,0,0.0
2007,scheduled,route,ATL->AEX,14,0,0.0
2007,scheduled,route,ATL->AGS,18,0,0.0
2007,scheduled,route,ATL->ALB,8,0,0.0
2007,scheduled,route,ATL->ATW,4,0,0.0
2007,scheduled,route,ATL->AUS,39,0,0.0
2007,scheduled,route,ATL->AVL,15,0,0.0
2007,scheduled,route,ATL->BDL,19,0,0.0
2007,scheduled,route,ATL->BHM,33,0,0.0
2007,scheduled,route,ATL->BMI,8,0,0.0
2007,scheduled,route,ATL->BNA,37,0,0.0
2007,scheduled,route,ATL->BOS,61,0,0.0
2007,scheduled,route,ATL->BQK,12,0,0.0
2007,scheduled,route,ATL->BTR,21,0,0.0
2007,scheduled,route,ATL->BTV,4,0,0.0
2007,scheduled,route,ATL->BUF,15,0,0.0
2007,scheduled,route,ATL->BUR,3,0,0.0
2007,scheduled,route,ATL->BWI,56,0,0.0
2007,scheduled,route,ATL->CAE,22,0,0.0
2007,scheduled,route,ATL->CAK,9,0,0.0
2007,scheduled,route,ATL->CHA,34,0,0.0
2007,scheduled,route,ATL->CHO,15,0,0.0
2007,scheduled,route,ATL->CHS,37,0,0.0
2007,scheduled,route,ATL->CID,12,0,0.0
2007,scheduled,route,ATL->CLE,26,0,0.0
2007,scheduled,route,ATL->CLT,56,0,0.0
2007,scheduled,route,ATL->CMH,25,0,0.0
2007,scheduled,route,ATL->COS,4,0,0.0
2007,scheduled,route,ATL->CRW,16,0,0.0
2007,scheduled,route,ATL->CSG,7,0,0.0
2007,scheduled,route,ATL->CVG,30,0,0.0
2007,scheduled,route,ATL->DAB,14,0,0.0
2007,scheduled,route,ATL->DAL,32,0,0.0
2007,scheduled,route,ATL->DAY,5,0,0.0
2007,scheduled,route,ATL->DCA,59,0,0.0
2007,scheduled,route,ATL->DEN,55,0,0.0
2007,scheduled,route,ATL->DFW,56,0,0.0
2007,scheduled,route,ATL->DHN,13,0,0.0
2007,scheduled,route,ATL->DSM,10,0,0.0
2007,scheduled,route,ATL->DTW,42,0,0.0
2007,scheduled,route,ATL->ECP,11,0,0.0
2007,scheduled,route,ATL->ELP,7,0,0.0
2007,scheduled,route,ATL->EVV,7,0,0.0
2007,scheduled,route,ATL->EWN,10,0,0.0
2007,scheduled,route,ATL->EWR,63,0,0.0
2007,scheduled,route,ATL->EYW,13,0,0.0
2007,scheduled,route,ATL->FAY,22,0,0.0
2007,scheduled,route,ATL->FLL,60,0,0.0
2007,scheduled,route,ATL->FNT,9,0,0.0
2007,scheduled,route,ATL->FSD,4,0,0.0
2007,scheduled,route,ATL->FSM,3,0,0.0
2007,scheduled,route,ATL->FWA,7,0,0.0
2007,scheduled,route,ATL->GNV,21,0,0.0
2007,scheduled,route,ATL->GPT,10,0,0.0
2007,scheduled,route,ATL->GRB,4,0,0.0
2007,scheduled,route,ATL->GRR,16,0,0.0
2007,scheduled,route,ATL->GSO,29,0,0.0
2007,scheduled,route,ATL->GSP,38,0,0.0
2007,scheduled,route,ATL->GTR,7,0,0.0
2007,scheduled,route,ATL->HHH,2,0,0.0
2007,scheduled,route,ATL->HNL,2,0,0.0
2007,scheduled,route,ATL->HOU,30,0,0.0
2007,scheduled,route,ATL->HPN,17,0,0.0
2007,scheduled,route,ATL->HSV,18,0,0.0
2007,scheduled,route,ATL->IAD,29,0,0.0
2007,scheduled,route,ATL->IAH,45,0,0.0
2007,scheduled,route,ATL->ICT,9,0,0.0
2007,scheduled,route,ATL->ILM,12,0,0.0
2007,scheduled,route,ATL->IND,32,0,0.0
2007,scheduled,route,ATL->JAN,22,0,0.0
2007,scheduled,route,ATL->JAX,46,0,0.0
2007,scheduled,route,ATL->JFK,25,0,0.0
2007,scheduled,route,ATL->LAS,40,0,0.0
2007,scheduled,route,ATL->LAX,53,0,0.0
2007,scheduled,route,ATL->LEX,21,0,0.0
2007,scheduled,route,ATL->LFT,15,0,0.0
2007,scheduled,route,ATL->LGA,59,0,0.0
2007,scheduled,route,ATL->LIT,18,0,0.0
2007,scheduled,route,ATL->MCI,30,0,0.0
2007,scheduled,route,ATL->MCO,85,0,0.0
2007,scheduled,route,ATL->MDT,7,0,0.0
2007,scheduled,route,ATL->MDW,37,0,0.0
2007,scheduled,route,ATL->MEM,27,0,0.0
2007,scheduled,route,ATL->MGM,19,0,0.0
2007,scheduled,route,ATL->MHT,2,0,0.0
2007,scheduled,route,ATL->MIA,59,0,0.0
2007,scheduled,route,ATL->MKE,24,0,0.0
2007,scheduled,route,ATL->MLB,12,0,0.0
2007,scheduled,route,ATL->MLI,13,0,0.0
2007,scheduled,route,ATL->MLU,16,0,0.0
2007,scheduled,route,ATL->MOB,22,0,0.0
2007,scheduled,route,ATL->MSN,18,0,0.0
2007,scheduled,route,ATL->MSP,32,0,0.0
2007,scheduled,route,ATL->MSY,46,0,0.0
2007,scheduled,route,ATL->MYR,12,0,0.0
2007,scheduled,route,ATL->OAJ,10,0,0.0
2007,scheduled,route,ATL->OAK,7,0,0.0
2007,scheduled,route,ATL->OKC,14,0,0.0
2007,scheduled,route,ATL->OMA,20,0,0.0
2007,scheduled,route,ATL->ONT,1,0,0.0
2007,scheduled,route,ATL->ORD,75,0,0.0
2007,scheduled,route,ATL->ORF,18,0,0.0
2007,scheduled,route,ATL->PBI,31,0,0.0
2007,scheduled,route,ATL->PDX,9,0,0.0
2007,scheduled,route,ATL->PHF,9,0,0.0
2007,scheduled,route,ATL->PHL,54,0,0.0
2007,scheduled,route,ATL->PHX,38,0,0.0
2007,scheduled,route,ATL->PIA,7,0,0.0
2007,scheduled,route,ATL->PIT,26,0,0.0
2007,scheduled,route,ATL->PNS,30,0,0.0
2007,scheduled,route,ATL->PVD,9,0,0.0
2007,scheduled,route,ATL->PWM,2,0,0.0
2007,scheduled,route,ATL->RDU,49,0,0.0
2007,scheduled,route,ATL->RIC,29,0,0.0
2007,scheduled,route,ATL->ROA,14,0,0.0
2007,scheduled,route,ATL->ROC,9,0,0.0
2007,scheduled,route,ATL->RST,4,0,0.0
2007,scheduled,route,ATL->RSW,25,0,0.0
2007,scheduled,route,ATL->SAN,18,0,0.0
2007,scheduled,route,ATL->SAT,33,0,0.0
2007,scheduled,route,ATL->SAV,33,0,0.0
2007,scheduled,route,ATL->SBN,10,0,0.0
2007,scheduled,route,ATL->SDF,19,0,0.0
2007,scheduled,route,ATL->SEA,31,0,0.0
2007,scheduled,route,ATL->SFO,31,0,0.0
2007,scheduled,route,ATL->SGF,15,0,0.0
2007,scheduled,route,ATL->SHV,13,0,0.0
2007,scheduled,route,ATL->SJC,6,0,0.0
2007,scheduled,route,ATL->SJU,11,0,0.0
2007,scheduled,route,ATL->SLC,22,0,0.0
2007,scheduled,route,ATL->SMF,8,0,0.0
2007,scheduled,route,ATL->SNA,13,0,0.0
2007,scheduled,route,ATL->SRQ,15,0,0.0
2007,scheduled,route,ATL->STL,34,0,0.0
2007,scheduled,route,ATL->STT,3,0,0.0
2007,scheduled,route,ATL->SYR,9,0,0.0
2007,scheduled,route,ATL->TLH,26,0,0.0
2007,scheduled,route,ATL->TPA,68,0,0.0
2007,scheduled,route,ATL->TRI,16,0,0.0
2007,scheduled,route,ATL->TTN,10,0,0.0
2007,scheduled,route,ATL->TUL,14,0,0.0
2007,scheduled,route,ATL->TUS,5,0,0.0
2007,scheduled,route,ATL->TYS,36,0,0.0
2007,scheduled,route,ATL->VLD,9,0,0.0
2007,scheduled,route,ATL->VPS,13,0,0.0
2007,scheduled,route,ATL->XNA,17,0,0.0
2007,scheduled,route,ATW->ATL,4,0,0.0
2007,scheduled,route,ATW->DEN,3,0,0.0
2007,scheduled,route,ATW->DTW,8,0,0.0
2007,scheduled,route,ATW->LAS,2,0,0.0
2007,scheduled,route,ATW->MSP,9,0,0.0
2007,scheduled,route,ATW->ORD,25,0,0.0
2007,scheduled,route,ATW->PGD,1,0,0.0
2007,scheduled,route,ATW->PIE,1,0,0.0
2007,scheduled,route,ATW->SFB,1,0,0.0
2007,scheduled,route,ATY->DEN,2,0,0.0
2007,scheduled,route,ATY->ORD,1,0,0.0
2007,scheduled,route,AUS->ABQ,3,0,0.0
2007,scheduled,route,AUS->ATL,38,0,0.0
2007,scheduled,route,AUS->BNA,8,0,0.0
2007,scheduled,route,AUS->BOS,15,0,0.0
2007,scheduled,route,AUS->BWI,6,0,0.0
2007,scheduled,route,AUS->CLT,8,0,0.0
2007,scheduled,route,AUS->CMH,1,0,0.0
2007,scheduled,route,AUS->CVG,6,0,0.0
2007,scheduled,route,AUS->DAL,23,0,0.0
2007,scheduled,route,AUS->DCA,3,0,0.0
2007,scheduled,route,AUS->DEN,31,0,0.0
2007,scheduled,route,AUS->DFW,36,0,0.0
2007,scheduled,route,AUS->DTW,2,0,0.0
2007,scheduled,route,AUS->ELP,7,0,0.0
2007,scheduled,route,AUS->EWR,18,0,0.0
2007,scheduled,route,AUS->FLL,5,0,0.0
2007,scheduled,route,AUS->HOU,19,0,0.0
2007,scheduled,route,AUS->HRL,4,0,0.0
2007,scheduled,route,AUS->IAD,9,0,0.0
2007,scheduled,route,AUS->IAH,24,0,0.0
2007,scheduled,route,AUS->IND,1,0,0.0
2007,scheduled,route,AUS->JAX,1,0,0.0
2007,scheduled,route,AUS->JFK,9,0,0.0
2007,scheduled,route,AUS->LAS,15,0,0.0
2007,scheduled,route,AUS->LAX,33,0,0.0
2007,scheduled,route,AUS->LBB,5,0,0.0
2007,scheduled,route,AUS->LGB,3,0,0.0
2007,scheduled,route,AUS->MCI,2,0,0.0
2007,scheduled,route,AUS->MCO,16,0,0.0
2007,scheduled,route,AUS->MDW,14,0,0.0
2007,scheduled,route,AUS->MIA,11,0,0.0
2007,scheduled,route,AUS->MSP,8,0,0.0
2007,scheduled,route,AUS->MSY,10,0,0.0
2007,scheduled,route,AUS->OAK,3,0,0.0
2007,scheduled,route,AUS->ORD,21,0,0.0
2007,scheduled,route,AUS->PDX,5,0,0.0
2007,scheduled,route,AUS->PHL,6,0,0.0
2007,scheduled,route,AUS->PHX,31,0,0.0
2007,scheduled,route,AUS->RDU,3,0,0.0
2007,scheduled,route,AUS->RNO,1,0,0.0
2007,scheduled,route,AUS->SAN,17,0,0.0
2007,scheduled,route,AUS->SEA,10,0,0.0
2007,scheduled,route,AUS->SFO,28,0,0.0
2007,scheduled,route,AUS->SJC,14,0,0.0
2007,scheduled,route,AUS->SLC,6,0,0.0
2007,scheduled,route,AUS->SMF,3,0,0.0
2007,scheduled,route,AUS->STL,9,0,0.0
2007,scheduled,route,AUS->TPA,2,0,0.0
2007,scheduled,route,AUS->VPS,1,0,0.0
2007,scheduled,route,AVL->ATL,27,0,0.0
2007,scheduled,route,AVL->CLT,17,0,0.0
2007,scheduled,route,AVL->EWR,3,0,0.0
2007,scheduled,route,AVL->FLL,4,0,0.0
2007,scheduled,route,AVL->IAD,1,0,0.0
2007,scheduled,route,AVL->MCO,1,0,0.0
2007,scheduled,route,AVL->ORD,2,0,0.0
2007,scheduled,route,AVL->PGD,3,0,0.0
2007,scheduled,route,AVL->PIE,5,0,0.0
2007,scheduled,route,AVL->SFB,4,0,0.0
2007,scheduled,route,AVP->ATL,7,0,0.0
2007,scheduled,route,AVP->CLT,14,0,0.0
2007,scheduled,route,AVP->DTW,10,0,0.0
2007,scheduled,route,AVP->IAD,9,0,0.0
2007,scheduled,route,AVP->ORD,7,0,0.0
2007,scheduled,route,AVP->PHL,7,0,0.0
2007,scheduled,route,AZA->BIL,1,0,0.0
2007,scheduled,route,AZA->BIS,1,0,0.0
2007,scheduled,route,AZA->BLI,1,0,0.0
2007,scheduled,route,AZA->BZN,1,0,0.0
2007,scheduled,route,AZA->CID,4,0,0.0
2007,scheduled,route,AZA->CVG,1,0,0.0
2007,scheduled,route,AZA->FAR,2,0,0.0
2007,scheduled,route,AZA->FCA,2,0,0.0
2007,scheduled,route,AZA->FSD,3,0,0.0
2007,scheduled,route,AZA->FWA,2,0,0.0
2007,scheduled,route,AZA->GFK,2,0,0.0
2007,scheduled,route,AZA->GRI,1,0,0.0
2007,scheduled,route,AZA->GRR,2,0,0.0
2007,scheduled,route,AZA->GTF,1,0,0.0
2007,scheduled,route,AZA->ICT,2,0,0.0
2007,scheduled,route,AZA->IDA,1,0,0.0
2007,scheduled,route,AZA->LAS,1,0,0.0
2007,scheduled,route,AZA->MCI,1,0,0.0
2007,scheduled,route,AZA->MFE,1,0,0.0
2007,scheduled,route,AZA->MLI,2,0,0.0
2007,scheduled,route,AZA->MSO,2,0,0.0
2007,scheduled,route,AZA->PIA,1,0,0.0
2007,scheduled,route,AZA->PSC,1,0,0.0
2007,scheduled,route,AZA->PVU,3,0,0.0
2007,scheduled,route,AZA->RAP,1,0,0.0
2007,scheduled,route,AZA->RDM,1,0,0.0
2007,scheduled,route,AZO->DTW,11,0,0.0
2007,scheduled,route,AZO->MSP,3,0,0.0
2007,scheduled,route,AZO->ORD,17,0,0.0
2007,scheduled,route,BDL->ATL,16,0,0.0
2007,scheduled,route,BDL->BWI,27,0,0.0
2007,scheduled,route,BDL->CLE,1,0,0.0
2007,scheduled,route,BDL->CLT,13,0,0.0
2007,scheduled,route,BDL->CVG,3,0,0.0
2007,scheduled,route,BDL->DCA,17,0,0.0
2007,scheduled,route,BDL->DEN,11,0,0.0
2007,scheduled,route,BDL->DFW,7,0,0.0
2007,scheduled,route,BDL->DTW,10,0,0.0
2007,scheduled,route,BDL->FLL,14,0,0.0
2007,scheduled,route,BDL->IAD,10,0,0.0
2007,scheduled,route,BDL->IAH,4,0,0.0
2007,scheduled,route,BDL->LAX,2,0,0.0
