dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12360,12360,0,0.0
Carrier_ID(DOT),19687,445,445,0,0.0
Carrier_ID(DOT),19690,711,300,411,0.5780590717299579
Carrier_ID(DOT),19790,3950,3950,0,0.0
Carrier_ID(DOT),19805,8707,8707,0,0.0
Carrier_ID(DOT),19930,1110,1110,0,0.0
Carrier_ID(DOT),19977,6313,6313,0,0.0
Carrier_ID(DOT),20046,921,921,0,0.0
Carrier_ID(DOT),20225,5,5,0,0.0
Carrier_ID(DOT),20237,721,721,0,0.0
Carrier_ID(DOT),20263,82,82,0,0.0
Carrier_ID(DOT),20304,5452,5452,0,0.0
Carrier_ID(DOT),20363,1026,1026,0,0.0
Carrier_ID(DOT),20366,1476,1476,0,0.0
Carrier_ID(DOT),20368,893,893,0,0.0
Carrier_ID(DOT),20378,2088,2088,0,0.0
Carrier_ID(DOT),20397,2698,2698,0,0.0
Carrier_ID(DOT),20398,2905,2905,0,0.0
Carrier_ID(DOT),20409,2944,2944,0,0.0
Carrier_ID(DOT),20416,1872,1872,0,0.0
Carrier_ID(DOT),20427,949,949,0,0.0
Carrier_ID(DOT),20436,1293,1293,0,0.0
Carrier_ID(DOT),20445,558,558,0,0.0
Carrier_ID(DOT),20452,2659,2659,0,0.0
Carrier_ID(DOT),20500,512,512,0,0.0
Carrier_ID(DOT),21167,606,606,0,0.0
Airline,(missing),6854,6810,44,0.00641960898745253
Airline,Air Wisconsin Airlines Corp,833,833,0,0.0
Airline,Alaska Airlines Inc.,997,997,0,0.0
Airline,Allegiant Air,787,787,0,0.0
Airline,American Airlines Inc.,7720,7720,0,0.0
Airline,Capital Cargo International,851,851,0,0.0
Airline,Comair Inc.,2400,2400,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",499,499,0,0.0
Airline,Compass Airlines,544,544,0,0.0
Airline,Delta Air Lines Inc.,3506,3506,0,0.0
Airline,Empire Airlines Inc.,76,76,0,0.0
Airline,Endeavor Air Inc.,909,909,0,0.0
Airline,Envoy Air,2591,2591,0,0.0
Airline,ExpressJet Airlines Inc.,1313,1313,0,0.0
Airline,Frontier Airlines Inc.,1160,1160,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",461,461,0,0.0
Airline,Hawaiian Airlines Inc.,635,268,367,0.5779527559055118
Airline,Horizon Air,405,405,0,0.0
Airline,JetBlue Airways,2636,2636,0,0.0
Airline,Mesa Airlines Inc.,1866,1866,0,0.0
Airline,Peninsula Airways Inc.,5,5,0,0.0
Airline,Republic Airlines,2389,2389,0,0.0
Airline,SkyWest Airlines Inc.,4888,4888,0,0.0
Airline,Southwest Airlines Co.,11012,11012,0,0.0
Airline,Spirit Air Lines,1660,1660,0,0.0
Airline,Trans States Airlines,641,641,0,0.0
Airline,United Air Lines Inc.,5618,5618,0,0.0
carrier_group,previously-absent operator,4799,4799,0,0.0
carrier_group,reporting carrier,58457,58046,411,0.007030808970696412
route,ABE->ATL,5,5,0,0.0
route,ABE->BNA,1,1,0,0.0
route,ABE->CLT,13,13,0,0.0
route,ABE->DTW,4,4,0,0.0
route,ABE->MYR,3,3,0,0.0
route,ABE->ORD,8,8,0,0.0
route,ABE->PGD,2,2,0,0.0
route,ABE->PHL,11,11,0,0.0
route,ABE->PIE,2,2,0,0.0
route,ABE->SFB,6,6,0,0.0
route,ABI->DFW,19,19,0,0.0
route,ABQ->ATL,5,5,0,0.0
route,ABQ->AUS,3,3,0,0.0
route,ABQ->BWI,9,9,0,0.0
route,ABQ->DAL,14,14,0,0.0
route,ABQ->DEN,21,21,0,0.0
route,ABQ->DFW,29,29,0,0.0
route,ABQ->HOU,11,11,0,0.0
route,ABQ->IAH,14,14,0,0.0
route,ABQ->JFK,3,3,0,0.0
route,ABQ->LAS,14,14,0,0.0
route,ABQ->LAX,25,25,0,0.0
route,ABQ->MCI,6,6,0,0.0
route,ABQ->MDW,7,7,0,0.0
route,ABQ->MSP,1,1,0,0.0
route,ABQ->OAK,8,8,0,0.0
route,ABQ->ORD,16,16,0,0.0
route,ABQ->PDX,3,3,0,0.0
route,ABQ->PHX,18,18,0,0.0
route,ABQ->SAN,7,7,0,0.0
route,ABQ->SEA,2,2,0,0.0
route,ABQ->SFO,11,11,0,0.0
route,ABQ->SJC,2,2,0,0.0
route,ABQ->SLC,1,1,0,0.0
route,ABQ->SNA,1,1,0,0.0
route,ABR->MSP,1,1,0,0.0
route,ABY->ATL,4,4,0,0.0
route,ACK->BOS,6,6,0,0.0
route,ACK->DCA,5,5,0,0.0
route,ACK->EWR,9,9,0,0.0
route,ACK->HPN,2,2,0,0.0
route,ACK->JFK,12,12,0,0.0
route,ACK->LGA,9,9,0,0.0
route,ACT->DFW,13,13,0,0.0
route,ACV->LAX,7,7,0,0.0
route,ACV->SFO,18,18,0,0.0
route,ACY->ATL,6,6,0,0.0
route,ACY->FLL,3,3,0,0.0
route,ACY->MCO,7,7,0,0.0
route,ACY->RSW,2,2,0,0.0
route,ACY->TPA,4,4,0,0.0
route,ADK->ANC,2,2,0,0.0
route,ADQ->ANC,1,1,0,0.0
route,AEX->ATL,6,6,0,0.0
route,AEX->DFW,8,8,0,0.0
route,AEX->IAH,12,12,0,0.0
route,AGS->ATL,12,12,0,0.0
route,AGS->CLT,19,19,0,0.0
route,AGS->DFW,1,1,0,0.0
route,ALB->ATL,1,1,0,0.0
route,ALB->BWI,24,24,0,0.0
route,ALB->CLT,11,11,0,0.0
route,ALB->DCA,11,11,0,0.0
route,ALB->DEN,4,4,0,0.0
route,ALB->DTW,6,6,0,0.0
route,ALB->EWR,6,6,0,0.0
route,ALB->FLL,6,6,0,0.0
route,ALB->IAD,7,7,0,0.0
route,ALB->MCO,6,6,0,0.0
route,ALB->MDW,6,6,0,0.0
route,ALB->MSP,1,1,0,0.0
route,ALB->ORD,24,24,0,0.0
route,ALB->PHL,11,11,0,0.0
route,ALB->SAV,1,1,0,0.0
route,ALB->TPA,1,1,0,0.0
route,ALO->ORD,7,7,0,0.0
route,ALW->SEA,2,2,0,0.0
route,AMA->DAL,17,17,0,0.0
route,AMA->DEN,7,7,0,0.0
route,AMA->DFW,24,24,0,0.0
route,AMA->IAH,11,11,0,0.0
route,AMA->LAS,2,2,0,0.0
route,ANC->ADQ,2,2,0,0.0
route,ANC->ATL,2,2,0,0.0
route,ANC->BET,3,3,0,0.0
route,ANC->BLI,2,2,0,0.0
route,ANC->CDV,5,5,0,0.0
route,ANC->DEN,5,5,0,0.0
route,ANC->DFW,5,5,0,0.0
route,ANC->DLG,2,2,0,0.0
route,ANC->DUT,3,3,0,0.0
route,ANC->FAI,4,4,0,0.0
route,ANC->IAH,2,2,0,0.0
route,ANC->JNU,7,7,0,0.0
route,ANC->LAX,3,3,0,0.0
route,ANC->MSP,3,3,0,0.0
route,ANC->OME,2,2,0,0.0
route,ANC->ORD,10,10,0,0.0
route,ANC->OTZ,2,2,0,0.0
route,ANC->PDX,5,5,0,0.0
route,ANC->PHX,1,1,0,0.0
route,ANC->SCC,6,6,0,0.0
route,ANC->SEA,50,50,0,0.0
route,ANC->SFO,3,3,0,0.0
route,ANC->SLC,1,1,0,0.0
route,APN->DTW,2,2,0,0.0
route,APN->PLN,1,1,0,0.0
route,ART->PHL,9,9,0,0.0
route,ASE->DEN,20,20,0,0.0
route,ASE->DFW,9,9,0,0.0
route,ASE->IAH,3,3,0,0.0
route,ASE->LAX,11,11,0,0.0
route,ASE->ORD,6,6,0,0.0
route,ASE->PHX,2,2,0,0.0
route,ASE->SFO,1,1,0,0.0
route,ASE->SLC,4,4,0,0.0
route,ATL->ABE,5,5,0,0.0
route,ATL->ABQ,6,6,0,0.0
route,ATL->ACY,3,3,0,0.0
route,ATL->AEX,9,9,0,0.0
route,ATL->AGS,14,14,0,0.0
route,ATL->ALB,5,5,0,0.0
route,ATL->ANC,2,2,0,0.0
route,ATL->ATW,5,5,0,0.0
route,ATL->AUS,22,22,0,0.0
route,ATL->AVL,12,12,0,0.0
route,ATL->AVP,1,1,0,0.0
route,ATL->BDL,11,11,0,0.0
route,ATL->BHM,17,17,0,0.0
route,ATL->BMI,2,2,0,0.0
route,ATL->BNA,26,26,0,0.0
route,ATL->BOS,35,35,0,0.0
route,ATL->BQK,4,4,0,0.0
route,ATL->BTR,11,11,0,0.0
route,ATL->BTV,2,2,0,0.0
route,ATL->BUF,6,6,0,0.0
route,ATL->BUR,2,2,0,0.0
route,ATL->BWI,38,38,0,0.0
route,ATL->BZN,1,1,0,0.0
route,ATL->CAE,14,14,0,0.0
route,ATL->CAK,1,1,0,0.0
route,ATL->CHA,20,20,0,0.0
route,ATL->CHO,7,7,0,0.0
route,ATL->CHS,20,20,0,0.0
route,ATL->CID,4,4,0,0.0
route,ATL->CLE,20,20,0,0.0
route,ATL->CLT,35,35,0,0.0
route,ATL->CMH,32,32,0,0.0
route,ATL->COS,2,2,0,0.0
route,ATL->CRW,8,8,0,0.0
route,ATL->CSG,6,6,0,0.0
route,ATL->CVG,13,13,0,0.0
route,ATL->DAB,4,4,0,0.0
route,ATL->DAL,19,19,0,0.0
route,ATL->DAY,4,4,0,0.0
route,ATL->DCA,43,43,0,0.0
route,ATL->DEN,42,42,0,0.0
route,ATL->DFW,34,34,0,0.0
route,ATL->DHN,3,3,0,0.0
route,ATL->DSM,3,3,0,0.0
route,ATL->DTW,33,33,0,0.0
route,ATL->ECP,6,6,0,0.0
route,ATL->ELP,3,3,0,0.0
route,ATL->EVV,9,9,0,0.0
route,ATL->EWN,2,2,0,0.0
route,ATL->EWR,33,33,0,0.0
route,ATL->EYW,8,8,0,0.0
