dimension,value,eligible_rows,matched_rows,unmatched_rows,unmatched_rate
Carrier_ID(DOT),19393,12403,12403,0,0.0
Carrier_ID(DOT),19687,973,973,0,0.0
Carrier_ID(DOT),19690,748,748,0,0.0
Carrier_ID(DOT),19790,3532,3532,0,0.0
Carrier_ID(DOT),19805,3611,3611,0,0.0
Carrier_ID(DOT),19930,1957,1957,0,0.0
Carrier_ID(DOT),19977,5429,5429,0,0.0
Carrier_ID(DOT),20046,882,882,0,0.0
Carrier_ID(DOT),20225,7,7,0,0.0
Carrier_ID(DOT),20237,570,570,0,0.0
Carrier_ID(DOT),20253,22,22,0,0.0
Carrier_ID(DOT),20263,72,72,0,0.0
Carrier_ID(DOT),20304,4686,4686,0,0.0
Carrier_ID(DOT),20363,1032,1032,0,0.0
Carrier_ID(DOT),20366,1375,1375,0,0.0
Carrier_ID(DOT),20368,1042,1042,0,0.0
Carrier_ID(DOT),20378,1257,1257,0,0.0
Carrier_ID(DOT),20397,1082,1082,0,0.0
Carrier_ID(DOT),20398,1153,1153,0,0.0
Carrier_ID(DOT),20409,2845,2845,0,0.0
Carrier_ID(DOT),20416,1628,1628,0,0.0
Carrier_ID(DOT),20427,398,398,0,0.0
Carrier_ID(DOT),20436,982,982,0,0.0
Carrier_ID(DOT),20445,433,433,0,0.0
Carrier_ID(DOT),20452,1746,1746,0,0.0
Carrier_ID(DOT),20500,546,546,0,0.0
Carrier_ID(DOT),21167,407,407,0,0.0
Carrier_ID(DOT),21171,376,376,0,0.0
Airline,(missing),5605,5605,0,0.0
Airline,Air Wisconsin Airlines Corp,787,787,0,0.0
Airline,Alaska Airlines Inc.,1735,1735,0,0.0
Airline,Allegiant Air,905,905,0,0.0
Airline,American Airlines Inc.,3252,3252,0,0.0
Airline,Cape Air,18,18,0,0.0
Airline,Capital Cargo International,359,359,0,0.0
Airline,Comair Inc.,962,962,0,0.0
Airline,"Commutair Aka Champlain Enterprises, Inc.",385,385,0,0.0
Airline,Compass Airlines,360,360,0,0.0
Airline,Delta Air Lines Inc.,3156,3156,0,0.0
Airline,Empire Airlines Inc.,64,64,0,0.0
Airline,Endeavor Air Inc.,921,921,0,0.0
Airline,Envoy Air,1029,1029,0,0.0
Airline,ExpressJet Airlines Inc.,1206,1206,0,0.0
Airline,Frontier Airlines Inc.,869,869,0,0.0
Airline,"GoJet Airlines, LLC d/b/a United Express",496,496,0,0.0
Airline,Hawaiian Airlines Inc.,650,650,0,0.0
Airline,Horizon Air,849,849,0,0.0
Airline,JetBlue Airways,2543,2543,0,0.0
Airline,Mesa Airlines Inc.,1111,1111,0,0.0
Airline,Peninsula Airways Inc.,5,5,0,0.0
Airline,Republic Airlines,1549,1549,0,0.0
Airline,SkyWest Airlines Inc.,4157,4157,0,0.0
Airline,Southwest Airlines Co.,11067,11067,0,0.0
Airline,Spirit Air Lines,1459,1459,0,0.0
Airline,Trans States Airlines,517,517,0,0.0
Airline,United Air Lines Inc.,4846,4846,0,0.0
Airline,Virgin America,332,332,0,0.0
carrier_group,previously-absent operator,4288,4288,0,0.0
carrier_group,reporting carrier,46906,46906,0,0.0
route,ABE->ATL,5,5,0,0.0
route,ABE->CLT,4,4,0,0.0
route,ABE->DTW,6,6,0,0.0
route,ABE->FLL,1,1,0,0.0
route,ABE->ORD,10,10,0,0.0
route,ABE->PGD,2,2,0,0.0
route,ABE->PHL,1,1,0,0.0
route,ABE->PIE,2,2,0,0.0
route,ABE->SFB,10,10,0,0.0
route,ABI->DFW,4,4,0,0.0
route,ABQ->ATL,5,5,0,0.0
route,ABQ->AUS,6,6,0,0.0
route,ABQ->BWI,1,1,0,0.0
route,ABQ->DAL,14,14,0,0.0
route,ABQ->DEN,26,26,0,0.0
